# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1         mu1      theta1      kappa1         mu2      theta2      kappa2          a2         mu3      theta3      kappa3       rRMSE        AIC         BIC
elaeelap	 M_Ne	 56057	     16	  237.2	   1678	-2.8224	  1.2338e-02 -4.9836e+01  8.1956e+01  6.3846e+00 -1.0868e+02  2.0498e+02  7.3867e+00  2.1472e-01 -1.3508e+02  3.7386e+02  3.1906e+00  1.0736e-04  7.2863e+05  7.2873e+05
elaeguin	 P_Mo	 137988	     30	  346.4	  34828	-3.3201	  4.8789e-01  5.4073e+01  4.4614e+01  1.5415e+00 -3.5518e+02  1.3759e+03  1.4276e+00  4.1522e-05  2.1097e+06  2.1097e+06
elepedwa	 M_Mm	 165675	     29	 1577.5	 364847	-4.0263	  2.2330e-01  6.4707e+01  6.2981e+01  7.2995e-01 -2.0367e+02  1.6835e+03  9.5293e-01  2.0179e-05  3.0684e+06  3.0684e+06
emilhuxl	 O_Ha	 94482	     16	  116.8	   2206	-2.5529	  2.5926e-01 -7.3635e+01  1.4452e+02  3.0000e+01 -3.7465e+01  1.6190e+02  1.9002e+00  1.4582e-04  1.1113e+06  1.1113e+06
encecuni	 F_Mi	 5	     25	   41.0	      1	-1.6122	  1.0000e+00 -1.4813e+02  1.8179e+02  2.2066e+01  1.7231e-01  1.2701e+02  1.2584e+02
encehell	 F_Mi	 18	     23	   24.7	      7	-0.7988	  1.0000e+00  2.2675e+01  8.2432e-01  1.0815e+00  1.1752e-01  7.2626e+01  7.5297e+01
enceinte	 F_Mi	 2	     24	   25.0	      0	-1.9046	  1.0000e+00  2.1836e+01  3.6314e+01  2.7101e+00  5.0000e-01  6.0000e+00  2.0794e+00
enceroma	 F_Mi	 18	     23	   25.0	      7	-0.8756	  1.0000e+00  8.9843e+00  1.5131e+01  1.0316e+01  4.9496e-02  1.0356e+02  1.0623e+02
endomont	 O_Eu	 26	     33	 1459.0	   7822	-3.5943	  1.0000e+00 -3.9939e+03  5.1150e+03  6.3250e+00  3.8162e-02  4.4124e+02  4.4501e+02
entadisp	 O_Am	 3169	     21	   58.4	    524	-2.0433	  5.3200e-01 -1.2844e+02  1.7966e+02  3.0000e+01 -4.6963e+01  1.1583e+02  2.8412e+00  1.0678e-03  2.9837e+04  2.9880e+04
entahist	 O_Am	 2760	     16	   57.6	    447	-1.8826	  7.7553e-01  1.4296e+01  3.7536e+01  5.2538e+00 -4.2887e+01  1.2541e+02  2.7845e+00  1.5924e-03  2.3942e+04  2.3984e+04
entainva	 O_Am	 4404	     16	   74.6	    524	-2.2852	  2.1127e-01 -1.5121e+02  1.9580e+02  3.0000e+01 -7.6598e+01  1.5122e+02  3.6658e+00  1.1004e-03  4.6431e+04  4.6476e+04
entamosh	 O_Am	 4161	     36	   50.3	    660	-1.9179	  7.0569e-01 -4.2462e+01  8.7613e+01  1.7660e+01  5.8963e+00  8.4053e+01  1.8955e+00  2.4690e-01  1.0895e+01  3.1111e+02  3.0000e+01  2.0743e-03  3.6704e+04  3.6773e+04
entanutt	 O_Am	 1654	     27	   57.3	    411	-1.8259	  8.4642e-01  2.2576e+01  2.9475e+01  4.0766e+00 -3.6006e+01  1.2848e+02  2.7367e+00  1.8559e-03  1.3921e+04  1.3959e+04
enteverm	 M_Ne	 63726	     16	  158.2	   3195	-2.7650	  1.2067e-01 -1.1738e+02  1.8871e+02  1.8320e+01 -5.6868e+01  1.7273e+02  5.4333e+00  2.4620e-01 -8.1887e+01  2.5641e+02  1.8986e+00  1.0620e-04  8.1085e+05  8.1095e+05
eperfalc	 O_Op	 42543	     19	  185.5	   1490	-2.6472	  3.8360e-02  3.1550e+01  2.4837e+01  5.4287e+00  1.4812e+01  1.4457e+02  2.1856e+00  7.5810e-01 -1.6183e+02  3.3175e+02  4.0937e+00  1.4287e-04  5.1862e+05  5.1871e+05
eptefusc	 M_Mm	 164886	     30	 1275.5	 114398	-3.8749	  1.0912e-01  5.6792e+01  3.7583e+01  1.5743e+00 -4.4746e+02  7.0990e+02  4.7164e+00  1.5749e-01 -1.9920e+02  1.6675e+03  1.1784e+00  1.8676e-05  2.9414e+06  2.9415e+06
equuasin	 M_Mm	 203595	     27	 1421.1	 145050	-3.9375	  9.7995e-02  5.9879e+01  3.7484e+01  1.4226e+00 -2.9378e+02  5.7911e+02  3.6886e+00  1.2753e-01 -3.0819e+02  1.7865e+03  1.1457e+00  1.4958e-05  3.7005e+06  3.7006e+06
equucaba	 M_Mm	 193596	     30	 1379.5	 144368	-3.9283	  1.0195e-01  5.9118e+01  3.9186e+01  1.4402e+00 -2.8635e+02  5.8467e+02  3.6590e+00  1.4423e-01 -2.8489e+02  1.7907e+03  1.1414e+00  1.6035e-05  3.5061e+06  3.5062e+06
equuprze	 M_Mm	 186220	     16	 1410.6	 127225	-3.9240	  9.1572e-02  6.1714e+01  3.5722e+01  1.3599e+00 -2.9715e+02  5.7656e+02  3.5062e+00  1.3263e-01 -3.2809e+02  1.7810e+03  1.1803e+00  1.6015e-05  3.3721e+06  3.3722e+06
erembila	 F_As	 22136	     17	   56.3	    708	-1.8636	  7.3993e-01  3.1820e+01  1.9755e+01  3.8190e+00 -1.1847e+01  9.3296e+01  1.9295e+00  5.2964e-04  1.8994e+05  1.9000e+05
eremgoss	 F_As	 231	     40	   61.4	    872	-2.0364	  6.8907e-01  2.0234e+01  3.3132e+01  6.0841e+00 -3.5191e+01  1.6657e+02  2.4328e+00  6.2783e-03  2.1698e+03  2.1939e+03
erineuro	 M_Mm	 168610	     22	 1587.3	 171965	-3.9367	  8.9434e-02 -2.4938e+02  3.3631e+02  2.5200e+01  1.9714e+01  1.5567e+02  2.2942e+00  9.0760e-02 -2.6569e+02  1.6303e+03  1.0937e+00  1.8274e-05  3.0667e+06  3.0668e+06
erytgutt	 P_Eu	 118176	     16	  132.3	   3377	-2.7071	  5.5244e-01  1.6596e+01  7.6008e+01  4.4971e+00 -1.9881e+02  5.1519e+02  2.3168e+00  7.5481e-05  1.4730e+06  1.4731e+06
erythase	 F_Ba	 87710	     17	   59.6	    229	-1.5930	  9.4072e-01  3.1441e+00  5.3301e+01  8.9233e+00 -7.7915e+01  1.6027e+02  3.7485e+00  3.3585e-04  6.4312e+05  6.4319e+05
esoxluci	 M_Fs	 239939	     23	  416.2	  66842	-3.4424	  3.0699e-01  5.1530e+01  5.9672e+01  1.6815e+00  2.5624e+01  2.0290e+02  2.1807e+00  1.6662e-01 -1.1265e+02  9.6550e+02  1.0975e+00  1.7299e-05  3.8026e+06  3.8028e+06
eucagran	 P_Eu	 136452	     16	  201.2	   3710	-2.9355	  2.7371e-01 -2.8030e+02  3.7202e+02  2.5219e+01 -5.2842e+01  2.0962e+02  1.7399e+00  4.5558e-01 -5.7144e+02  1.1390e+03  3.6987e+00  1.0340e-04  1.8477e+06  1.8478e+06
eurorubr	 F_As	 20390	     17	   57.4	    685	-1.8071	  8.4342e-01  2.6882e+01  2.6542e+01  4.0752e+00 -1.2804e+01  8.3654e+01  1.6158e+00  4.0404e-04  1.6965e+05  1.6971e+05
euryheli	 M_Av	 106348	     30	  945.3	  33796	-3.6514	  8.8111e-02  6.2221e+01  4.3017e+01  1.1533e+00 -2.1765e+02  9.8807e+02  1.4727e+00  2.9792e-05  1.7880e+06  1.7881e+06
eutrsals	 P_Eu	 114356	     16	  104.8	   1399	-2.4066	  5.8098e-01 -2.9084e+01  1.1741e+02  9.7385e+00 -1.6244e+02  3.3384e+02  2.8669e+00  1.2086e-04  1.2674e+06  1.2675e+06
eutylata	 F_As	 21869	     41	   81.8	    920	-2.2769	  4.7824e-01  1.9246e+01  4.0692e+01  4.2950e+00 -1.3671e+01  1.2118e+02  2.2735e+00  3.3602e-04  2.2929e+05  2.2935e+05
exidglan	 F_Ba	 111811	     16	   53.9	    895	-1.6063	  8.9722e-01 -4.2304e+01  9.3399e+01  1.9681e+01 -3.3708e+00  8.4025e+01  1.2656e+00  2.3135e-04  8.2727e+05  8.2733e+05
exobvacc	 F_Ba	 15411	     19	   76.6	    693	-1.9151	  8.6935e-01 -1.1976e+02  1.9113e+02  1.8460e+01 -2.3299e+01  1.0613e+02  1.6993e+00  4.3199e-04  1.3585e+05  1.3590e+05
falccher	 M_Av	 146835	     28	  995.2	  79054	-3.7467	  1.0059e-01  5.8602e+01  4.0739e+01  1.3195e+00 -1.2138e+02  9.2821e+02  1.1674e+00  2.0974e-05  2.5329e+06  2.5329e+06
falcpere	 M_Av	 149246	     22	  982.5	  79290	-3.7424	  1.0147e-01  5.7334e+01  4.0672e+01  1.4138e+00 -1.2271e+02  9.2113e+02  1.1643e+00  2.0735e-05  2.5716e+06  2.5716e+06
faschepa	 M_Pl	 32508	     19	  882.5	 224530	-3.5693	  2.4687e-01  1.7066e+01  1.9619e+01  3.4271e+00 -7.1218e+01  7.5854e+02  8.3163e-01  5.7042e-01 -1.9263e+03  3.5794e+03  3.4140e+00  1.0225e-04  5.3293e+05  5.3302e+05
felicatu	 M_Mm	 191806	     18	 1412.7	 147469	-3.9303	  1.0381e-01  6.1119e+01  3.6759e+01  1.4074e+00 -2.9705e+02  5.7624e+02  3.5694e+00  1.2878e-01 -3.1375e+02  1.7856e+03  1.1392e+00  1.6098e-05  3.4826e+06  3.4827e+06
fibrradi	 F_Ba	 50573	     22	   55.6	    805	-1.5457	  9.1765e-01 -3.0031e+01  8.3162e+01  1.8062e+01  1.4241e+01  5.6931e+01  1.0529e+00  4.5940e-04  3.5963e+05  3.5970e+05
fibuspec	 F_Ba	 125277	     16	   56.7	   1150	-1.7546	  8.0792e-01  1.1047e+01  4.2486e+01  8.8177e+00  7.3053e-01  6.5161e+01  1.2666e+00  2.5135e-04  1.0123e+06  1.0124e+06
ficealbi	 M_Av	 150343	     23	  950.4	  90549	-3.7459	  9.2275e-02  5.9479e+01  3.4263e+01  1.4173e+00  5.5193e+00  1.7299e+02  9.8944e-01  4.5342e-02 -9.7742e+01  9.0814e+02  1.1223e+00  2.1370e-05  2.5933e+06  2.5934e+06
fisthepa	 F_Ba	 52471	     16	   56.6	    582	-1.7914	  7.4774e-01 -4.4918e+00  5.7541e+01  1.2012e+01 -1.9149e+01  8.7534e+01  2.0306e+00  3.4343e-04  4.3283e+05  4.3289e+05
fomimedi	 F_Ba	 63748	     16	   59.6	    750	-1.7887	  8.6258e-01  2.8222e+01  2.7443e+01  4.2518e+00 -9.4400e+00  9.2556e+01  1.5654e+00  2.2446e-04  5.2502e+05  5.2509e+05
fomipini	 F_Ba	 72794	     16	   56.3	    893	-1.6641	  8.6413e-01 -9.2731e+00  6.2608e+01  1.3152e+01 -3.7597e+00  8.3983e+01  1.3867e+00  2.7384e-04  5.5777e+05  5.5783e+05
fontalba	 O_Op	 44190	     21	  152.6	   3611	-2.5117	  8.5256e-01 -4.3632e+02  5.6713e+02  1.3745e+01 -3.9891e+01  2.4604e+02  1.2483e+00  1.9339e-04  5.1109e+05  5.1115e+05
fopiaris	 M_In	 55479	     34	  211.7	  90271	-3.1410	  2.9990e-01 -3.3919e+02  4.1099e+02  3.0000e+01  3.7084e+01  2.2965e+02  8.2667e-01  7.0611e-05  8.0205e+05  8.0211e+05
fragcyli	 O_St	 2971	     39	  164.4	    860	-2.4603	  4.4270e-03  3.1625e+01  3.1292e+01  9.2662e-01 -8.4217e-01  1.4585e+02  3.0048e+00  8.7952e-04  3.3706e+04  3.3748e+04
fragvesc	 P_Eu	 131193	     19	  158.6	   5614	-2.8348	  4.5421e-01  3.7487e+01  5.5819e+01  3.3023e+00 -1.3937e+02  4.2706e+02  1.8027e+00  6.0418e-05  1.7131e+06  1.7131e+06
franocci	 M_In	 16192	     16	   90.7	   8469	-2.2783	  7.2836e-01  1.5599e+01  6.6829e+01  7.0244e+00 -8.0184e+00  2.0128e+02  1.0656e+00  2.9647e-04  1.6917e+05  1.6922e+05
fukodama	 M_Mm	 206795	     30	 1403.4	 184450	-3.9403	  8.8005e-02  5.2240e+01  3.6869e+01  2.0474e+00 -4.0291e+01  3.5376e+02  1.3717e+00  2.4620e-01 -1.5832e+02  1.8527e+03  1.0642e+00  1.4344e-05  3.7518e+06  3.7519e+06
fulmglac	 M_Av	 112319	     26	  972.1	  34713	-3.6633	  7.9561e-02  6.5180e+01  3.8110e+01  1.1307e+00 -2.2943e+02  1.0107e+03  1.4733e+00  2.8984e-05  1.8945e+06  1.8946e+06
fundhete	 M_Fs	 207482	     16	  553.3	  47156	-3.4496	  2.5107e-01 -1.1457e+02  2.0047e+02  1.7115e+01 -2.3490e+01  1.7583e+02  2.4545e+00  1.9936e-01 -3.9357e+02  1.6816e+03  1.4049e+00  2.3016e-05  3.2978e+06  3.2979e+06
fusafuji	 F_As	 26392	     16	   53.6	    491	-1.6788	  7.9358e-01 -4.1570e+00  5.4556e+01  1.2370e+01 -1.3945e+02  2.0493e+02  7.3501e+00  1.7988e-01 -7.4953e+00  2.2316e+02  1.9648e+00  5.9776e-04  2.0393e+05  2.0402e+05
fusagram	 F_As	 23745	     16	   56.2	    541	-1.9501	  6.0176e-01 -6.5938e+00  5.7653e+01  1.3461e+01 -5.1545e+01  1.2543e+02  3.1149e+00  3.7401e-01  1.3564e+01  2.6893e+02  3.6017e+00  4.7744e-04  2.1320e+05  2.1329e+05
fusaoxys	 F_As	 27944	     17	   57.9	    692	-2.0928	  5.7420e-01 -6.4703e+01  1.1559e+02  2.7344e+01 -6.2671e+02  6.9837e+02  2.9848e+01  2.3109e-01 -2.0237e+02  3.7002e+02  4.1324e+00  5.6671e-04  2.6043e+05  2.6052e+05
fusavert	 F_As	 24927	     22	   57.6	    654	-1.9972	  6.0027e-01 -3.8827e+01  8.9797e+01  2.0962e+01 -2.5708e+02  3.3093e+02  1.3344e+01  2.2723e-01 -2.0057e+02  3.7418e+02  4.2719e+00  5.8761e-04  2.2922e+05  2.2931e+05
galdsulp	 P_Ba	 27350	     25	   51.9	    211	-1.4267	  9.3148e-01 -7.4563e+01  1.2423e+02  3.0000e+01  1.4904e+01  3.8453e+01  1.5845e+00  1.0699e-03  1.7936e+05  1.7941e+05
galemarg	 F_Ba	 112956	     17	   56.7	    584	-1.6327	  8.8507e-01 -2.4554e+01  7.8198e+01  1.5460e+01 -1.9405e+01  9.7130e+01  1.9463e+00  1.1311e-01  3.6080e+02  2.1891e+03  1.0737e+00  1.7304e-04  8.4936e+05  8.4946e+05
galevari	 M_Mm	 178114	     24	 1332.1	 125074	-3.8934	  9.5966e-02  5.5699e+01  3.8320e+01  1.8088e+00 -4.5473e+02  7.0340e+02  4.9995e+00  1.5748e-01 -2.0014e+02  1.6726e+03  1.1591e+00  1.7526e-05  3.1918e+06  3.1919e+06
gallgall	 M_Av	 207335	     16	  855.3	 127594	-3.7292	  1.3721e-01  5.1254e+01  4.0820e+01  1.6297e+00 -5.2109e+01  7.9304e+02  1.0131e+00  1.7930e-05  3.5595e+06  3.5595e+06
ganospec	 F_Ba	 86149	     16	   61.3	    924	-1.8529	  8.5404e-01  2.9527e+01  2.7189e+01  3.8931e+00 -1.8020e+01  1.1765e+02  1.6132e+00  2.1897e-04  7.3486e+05  7.3493e+05
gavistel	 M_Av	 107461	     30	  991.5	  34051	-3.6679	  7.0010e-02  6.5463e+01  3.6829e+01  1.1933e+00 -2.3253e+02  1.0238e+03  1.4887e+00  2.8679e-05  1.8149e+06  1.8150e+06
gekkjapo	 M_Rp	 164626	     30	 1976.5	 105646	-4.0137	  9.7091e-02  7.0684e+01  6.2542e+01  7.4392e-01 -4.2009e+02  1.9896e+03  1.3264e+00  1.7502e-05  3.0432e+06  3.0433e+06
geosfort	 M_Av	 133414	     30	  908.2	  66671	-3.7021	  8.6951e-02  5.5155e+01  3.7657e+01  1.7321e+00 -1.2061e+02  8.5320e+02  1.1936e+00  2.5108e-05  2.2750e+06  2.2750e+06
giarinte	 O_Fo	 1	    794	  397.0	      4	-3.2926	  5.6142e-03 -2.0518e+03  2.1538e+03  3.0000e+01 -4.9529e+02  1.1072e+03  3.2924e+00  9.9916e-01  2.8166e+01  1.4166e+01
giarlamb	 O_Fo	 1	     41	   20.5	      0	-0.3597	  1.0000e+00  2.7091e+01  1.3916e+01  3.0000e+01  2.0661e-01  6.4629e+00  4.6288e-01
glarlozo	 F_As	 25669	     22	   54.0	    625	-1.7791	  7.4546e-01  2.7137e+01  2.2753e+01  5.4635e+00 -4.2994e+01  1.2237e+02  3.7227e+00  2.2642e-01  6.9242e+01  2.2649e+02  1.9197e+00  4.3728e-04  2.1032e+05  2.1041e+05
globpall	 M_Ne	 112993	     22	   90.7	   2585	-2.4963	  3.7341e-01 -1.6531e+02  2.1558e+02  3.0000e+01 -9.8687e+00  1.3301e+02  1.6247e+00  2.3225e-04  1.2985e+06  1.2986e+06
gloetrab	 F_Ba	 57173	     16	   56.1	    591	-1.6231	  8.6750e-01 -2.0732e+01  7.3981e+01  1.6203e+01 -1.1407e+01  8.4416e+01  1.6583e+00  3.2052e-04  4.2728e+05  4.2734e+05
glomacut	 F_As	 30887	     17	   63.5	    861	-1.9894	  7.4986e-01  3.3905e+01  2.3279e+01  2.8806e+00 -6.2178e+00  8.8784e+01  1.7147e+00  2.4717e-04  2.8297e+05  2.8303e+05
glomcing	 F_As	 36627	     16	   59.2	    987	-1.9266	  7.3788e-01  2.9626e+01  2.4424e+01  4.0115e+00 -3.5595e+00  8.6385e+01  1.6188e+00  2.6511e-04  3.2496e+05  3.2502e+05
glonstel	 F_As	 32878	     16	   59.6	    651	-1.9627	  6.7669e-01  3.2117e+01  2.1337e+01  3.4951e+00 -1.9546e+01  9.9218e+01  2.1783e+00  2.8735e-04  2.9716e+05  2.9722e+05
glosmors	 M_In	 1610	     22	   76.5	  41439	-2.7124	  5.8136e-01 -1.6836e+02  2.3013e+02  2.9899e+01 -3.8106e+02  4.9687e+02  1.2238e+01  1.0233e-01 -1.6846e+02  1.0552e+03  1.1265e+00  1.0373e-03  2.0126e+04  2.0185e+04
glospall	 M_In	 8	     56	   70.0	 805190	-2.8044	  1.0000e+00  5.5023e+01  2.0874e+01  5.0148e-01  1.1265e-01  1.0170e+02  1.0194e+02
glycmax_	 P_Eu	 239320	     16	  217.8	   6173	-2.9845	  3.2640e-01  3.5469e+01  5.6656e+01  3.3610e+00 -7.5174e+01  2.9579e+02  1.5222e+00  4.9476e-01 -5.1595e+02  1.1481e+03  3.7080e+00  3.8013e-05  3.2889e+06  3.2890e+06
gonaprol	 F_Ch	 80319	     17	   69.1	    608	-1.9578	  8.0699e-01  2.2568e+01  4.0664e+01  4.8576e+00 -9.7872e+01  2.0794e+02  2.9801e+00  2.3248e-04  7.2406e+05  7.2413e+05
gongpulc	 M_Ne	 58848	     16	  517.0	   3996	-3.2250	  2.2354e-01  2.5955e+01  7.5021e+01  1.7168e+00 -9.1484e+02  1.4316e+03  4.1314e+00  8.7226e-05  8.7558e+05  8.7564e+05
gorigori	 M_Mm	 189089	     22	 1619.5	 260766	-4.0120	  2.2051e-01  6.4458e+01  7.5509e+01  7.1785e-01 -2.4504e+02  1.7419e+03  1.0345e+00  1.9781e-05  3.4888e+06  3.4889e+06
gossraim	 P_Eu	 162404	     16	  147.2	   3768	-2.7831	  4.6335e-01  3.1327e+01  5.8444e+01  3.7028e+00 -2.2400e+02  5.0458e+02  2.2586e+00  7.7004e-05  2.0841e+06  2.0841e+06
gregniph	 O_Al	 3346	     18	   96.1	    991	-2.3833	  1.6403e-01 -2.5580e+01  6.3415e+01  2.0693e+01 -8.8016e+01  1.5894e+02  5.0598e+00  5.0404e-01  4.1722e+01  9.1111e+01  1.7895e+00  9.7259e-04  3.6811e+04  3.6878e+04
grosclav	 F_As	 15222	     19	   69.5	   1314	-2.1456	  7.2678e-01 -2.3993e+01  8.4777e+01  9.1688e+00 -5.7496e+01  1.9691e+02  2.0562e+00  4.7157e-04  1.5038e+05  1.5043e+05
guilthet	 O_Cr	 131468	     16	   53.8	    775	-2.0733	  6.0760e-01 -8.7928e+01  1.3528e+02  3.0000e+01 -1.2895e+02  2.4188e+02  3.3035e+00  2.0190e-04  1.2550e+06  1.2550e+06
guyanecr	 F_Ba	 89209	     16	   53.6	    402	-1.5140	  8.9032e-01 -6.8662e+01  1.1993e+02  3.0000e+01 -7.8074e+00  7.0702e+01  1.7440e+00  3.2033e-04  6.2173e+05  6.2179e+05
gymnandr	 F_Ba	 142458	     16	   55.4	    754	-1.7273	  2.1936e-01 -2.2441e+00  5.9172e+01  1.4795e+00 -2.4903e+01  7.7495e+01  1.7440e+01  1.8696e-04  1.1327e+06  1.1328e+06
gymnaura	 F_As	 22029	     17	   63.5	    717	-1.9612	  7.6971e-01  2.7335e+01  3.0141e+01  3.5338e+00 -7.7144e+00  8.5848e+01  1.7918e+00  3.1535e-04  1.9895e+05  1.9900e+05
gymnchry	 F_Ba	 97683	     16	   56.5	    453	-1.6547	  8.6317e-01 -1.0734e+00  5.4524e+01  1.0816e+01 -2.0489e+01  9.0655e+01  1.9896e+00  2.0124e-04  7.4424e+05  7.4431e+05
gymncitr	 F_As	 22125	     16	   61.9	    712	-1.9365	  8.0377e-01  2.7161e+01  2.9456e+01  3.6321e+00 -3.0048e+01  1.0971e+02  1.9134e+00  3.0149e-04  1.9728e+05  1.9733e+05
gymnluxu	 F_Ba	 108116	     16	   56.2	    593	-1.6266	  8.7888e-01  8.7962e-01  5.2450e+01  1.0653e+01 -1.4696e+01  8.3319e+01  1.9745e+00  1.1844e-01  3.3380e+02  2.2232e+03  9.8266e-01  1.4915e-04  8.0988e+05  8.0999e+05
gyrolivi	 F_Ba	 66914	     16	   56.2	    399	-1.6617	  8.6885e-01  2.5368e+01  2.7720e+01  5.3795e+00 -2.2238e+01  9.0765e+01  2.1151e+00  2.8375e-04  5.1181e+05  5.1188e+05
haemcont	 M_Ne	 160305	     16	  253.0	  13833	-3.1155	  2.6762e-01  4.2850e+01  1.7460e+01  1.7683e+00 -2.1512e+02  3.2740e+02  5.2448e+00  2.1879e-01 -1.7807e+02  7.3763e+02  1.5718e+00  5.1266e-05  2.3006e+06  2.3007e+06
haemplac	 M_Ne	 75390	     16	  137.9	   8112	-2.8609	  2.2948e-01 -1.1300e+02  1.7027e+02  3.0000e+01 -1.9690e+02  2.7576e+02  1.3667e+01  2.1342e-01 -1.4094e+02  4.3882e+02  1.6048e+00  1.0871e-04  9.9411e+05  9.9421e+05
halialbi	 M_Av	 120485	     30	 1026.3	  42786	-3.7021	  7.5935e-02  6.4002e+01  4.1229e+01  1.1551e+00 -2.0109e+02  1.0201e+03  1.3958e+00  2.6563e-05  2.0535e+06  2.0536e+06
halileuc	 M_Av	 162353	     29	  971.5	  89044	-3.7458	  1.1157e-01  5.7375e+01  3.9950e+01  1.4619e+00 -1.1027e+02  9.1013e+02  1.1293e+00  1.9922e-05  2.7996e+06  2.7997e+06
halyhaly	 M_In	 96374	     20	 1291.9	 138446	-3.7941	  2.3449e-01  5.9047e+01  2.4493e+01  1.3107e+00 -2.2890e+02  1.5294e+03  1.1156e+00  5.1327e-05  1.6845e+06  1.6845e+06
hammhamm	 O_Al	 38738	     21	  469.7	   1796	-3.0343	  9.2583e-01 -2.6220e+03  2.9861e+03  1.3421e+01  3.7590e+02  1.8725e+01  1.6281e-01  2.8896e-04  2.4819e+01  5.2550e+02  5.7127e+00  3.1998e-04  5.3800e+05  5.3810e+05
hanspoly	 F_As	 1001	     16	   49.0	  84760	-2.3646	  4.1414e-01  2.8430e+01  8.4536e+00  1.3652e+00  1.3099e+01  4.0435e+01  8.0563e-01  1.6994e-03  1.0940e+04  1.0975e+04
hansvalb	 F_As	 778	     20	   93.0	  26855	-2.7537	  1.0000e+00  1.6150e+01  4.9688e+01  8.4170e-01  2.2739e-03  9.8448e+03  9.8588e+03
haplburt	 M_Fs	 220165	     20	  393.9	  49592	-3.3664	  1.7690e-01 -4.3896e+01  1.3169e+02  1.1624e+01  4.9820e+01  1.0766e+02  1.0961e+00  3.6677e-01 -1.5373e+02  1.0938e+03  1.2054e+00  2.1870e-05  3.4129e+06  3.4130e+06
harpsalt	 M_In	 76117	     29	  217.5	  91880	-3.1767	  2.6949e-01 -9.3377e+01  1.7553e+02  1.2528e+01 -1.6422e+01  1.8743e+02  1.7532e+00  4.3034e-01 -5.8319e+01  9.6058e+02  8.9627e-01  5.0682e-05  1.1133e+06  1.1134e+06
hebecyli	 F_Ba	 104779	     17	   57.4	    771	-1.7407	  8.3749e-01  2.3365e+00  5.1479e+01  9.5964e+00 -1.3548e+01  9.5708e+01  1.7411e+00  1.6160e-01  1.8753e+02  2.3613e+03  5.2371e+00  1.6899e-04  8.3990e+05  8.4000e+05
helimelp	 M_In	 81964	     16	  423.4	  15790	-3.3040	  6.7954e-02  1.4451e+01  6.5751e+01  7.5091e+00 -9.6050e+01  4.4522e+02  1.4618e+00  6.8099e-05  1.2484e+06  1.2485e+06
helipoly	 M_Ne	 58690	     16	  114.1	   9804	-2.9459	  3.9526e-01  3.5542e+01  2.3256e+01  3.1637e+00 -1.9646e+01  1.4156e+02  1.2237e+00  3.1950e-01 -1.8932e+03  3.1780e+03  3.4362e+00  9.4296e-05  7.9645e+05  7.9655e+05
helorobu	 M_An	 219318	     17	  258.1	   6778	-3.0233	  1.8432e-09 -1.7285e+02  2.2348e+02  1.3262e+01 -2.4409e+01  1.2702e+02  2.8783e+00  2.0822e-01 -5.2296e+01  2.9706e+02  1.6146e+00  7.2005e-05  3.0558e+06  3.0559e+06
hessvesi	 F_Fu	 40282	     16	   65.7	    407	-1.8403	  9.2929e-01 -7.5478e+00  6.8001e+01  6.6212e+00 -3.1265e+01  1.2144e+02  2.0379e+00  3.2024e-04  3.4133e+05  3.4139e+05
heteanno	 F_Ba	 57267	     16	   58.9	    565	-1.7917	  8.1065e-01  2.7009e+01  2.8072e+01  4.8642e+00 -1.9969e+01  9.3389e+01  1.9732e+00  4.0994e-04  4.7233e+05  4.7239e+05
hetebact	 M_Ne	 88912	     16	  134.1	   5449	-2.8263	  5.8784e-02  1.2312e+01  1.4919e+01  1.0884e+00 -1.7090e+02  2.3679e+02  1.2833e+01  3.3989e-01 -5.0397e+01  2.5144e+02  1.5574e+00  1.4466e-04  1.1567e+06  1.1568e+06
heteglab	 M_Mm	 200472	     30	 1380.3	 223105	-3.9510	  9.5160e-02  5.1089e+01  3.8074e+01  2.1133e+00 -3.8147e+01  3.5793e+02  1.3639e+00  2.4097e-01 -1.5687e+02  1.8505e+03  1.0208e+00  1.4949e-05  3.6470e+06  3.6471e+06
hetepycn	 F_Ba	 40503	     16	   44.0	    177	-1.3937	  9.0323e-01 -8.7975e+00  5.0652e+01  1.5293e+01 -4.6898e+01  1.0348e+02  3.9662e+00  9.6074e-02  1.9976e+01  3.3395e+02  1.1583e+00  7.6132e-04  2.5983e+05  2.5992e+05
histcaps	 F_As	 21158	     17	   90.5	    848	-2.4245	  6.4136e-02  1.1701e+00  3.3375e+01  2.2718e+00 -1.7312e+02  2.4102e+02  1.4626e+01  5.4627e-01 -1.8064e+02  3.3810e+02  3.9151e+00  3.5908e-04  2.3635e+05  2.3643e+05
homavitr	 M_In	 5741	     20	 1993.5	 115654	-4.0343	  6.2563e-02  6.3455e+01  6.3757e+01  1.0350e+00 -3.8909e+02  1.9275e+03  1.2779e+00  1.7901e-04  1.0666e+05  1.0670e+05
homosapi	 M_Mm	 313281	     29	 1919.2	 464491	-4.1218	  2.1411e-01  6.3895e+01  9.3086e+01  6.9065e-01 -1.8585e+02  1.9101e+03  9.4313e-01  1.3618e-05  5.9340e+06  5.9340e+06
